address,name,address2 ,city,postcode ,lat,lng,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level
2 Victoria Road,Montpelier Sugery,2 Victoria Road,"Brighton, East Sussex",BN1 3FS,50.8270577,-0.149432,"Montpellier Surgery, 2 Victoria Road, Brighton, BN1 3FS, United Kingdom",Montpellier Surgery,2,Victoria Road,BN1 3FS,,Prestonville,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.8181818181818181,1,1
Northlands Wood Practice,Northlands Wood Practice,7 Walnut Park,"Haywards Heath,West Sussex",RH16 3TG,50.996417321052625,-0.081399753,"Haywards Heath (Mid Sussex), RH16 3TG, United Kingdom",Haywards Heath,,,RH16 3TG,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
Warmdene Surgery,Warmdene Surgery,County Oak Medical Centre,"Carden Hill, Brighton, East Sussex",BN1 8DD,50.864556,-0.14588,"Warmdene Avenue, Brighton and Hove, BN1 8DD, United Kingdom",,,Warmdene Avenue,BN1 8DD,,,Brighton and Hove,East Sussex,ESX,England,ENG,United Kingdom,gb,0,,
"1 Westdown Road, Seaford",The Surgery,1 Westdown Road,"Seaford, East Sussex",BN25 2LA,50.7777603,0.0959388,"Westdown Road, Seaford, BN25 2LD, United Kingdom",Westdown Road,,Westdown Road,BN25 2LD,,East Blatchington,Seaford,East Sussex,ESX,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7
WellBN Healthcare,WellBN Healthcare,18 - 19 Western Road,"Hove, East Sussex",BN3 1AE,50.8252493,-0.1563703,"Brighton and Hove, BN3 1AE, United Kingdom",Brighton and Hove,,,BN3 1AE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
Hove Medical Centre,Hove Medical Centre,8 Westway,"Hove, East Sussex",BN3 8LD,50.8352056,-0.17018,"Hove, Station Approach, Hove, BN3 3RU, United Kingdom",Hove,,Station Approach,BN3 3RU,,Brunswick,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.3968999999999999,0.7,0.567
Whitehawk Medical Practice,Whitehawk Medical Practice,Wellsbourne Health Centre,"179 Whitehawk Road, Brighton",BN2 5FL,50.8258089,-0.107544867,"Brighton and Hove, BN2 5FL, United Kingdom",Brighton and Hove,,,BN2 5FL,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.7,1,
40 Wilbury Road,The Surgery,40 Wilbury Road,"Hove, East Sussex",BN3 3JP,50.8287599,-0.1663585,"Wilbury Road, Hove, BN3 3JJ, United Kingdom",Wilbury Road,,Wilbury Road,BN3 3JJ,,Brunswick,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7
Hassocks Health Centre 1,Hassocks 1 Health Centre,Windmill Avenue,"Hassocks,West Sussex",BN6 8LY,50.92218,-0.1401399,"Hassocks (Mid Sussex), BN6 8LY, United Kingdom",Hassocks,,,BN6 8LY,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
RSCH GI Endoscopy Unit,GI Endoscopy Unit,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
The Hove Nuffield Hospital,Hove Nuffield Hospital,55 New Church Road,"Hove, Sussex",BN3 4BG,,,,,,,,,,,,,,,,,,,
BGH Dyke 1,Dyke 1,Brighton General Hospital,"Brighton, East Sussex",BN2 3EW,50.821884,-0.132476,"Brighton and Hove, BN2 1ST, United Kingdom",BN2 1ST,,,BN2 1ST,,,Brighton and Hove,The City of Brighton and Hove,,,,United Kingdom,gb,0.12249999999999998,0.7,
Brighton Substance Misuse Service,Brighton Substance Misuse Service,"The Pavilions, Richmond House,","Richmond Road, Brighton",BN2 3RL,50.83689198620689,-0.129054648,"Hanover & Queen's Park, Brighton, BN2 3RL, United Kingdom",Hanover & Queen's Park,,,BN2 3RL,,Queen's Park,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Renal Hypertension Clinic,"Renal Outpatient Dept, L8 SKU",Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
Hanover Hostel,Hanover Hostel,12 Hanover Crescent,"Brighton, East Sussex",BN2 9SB,50.83078682,-0.130756424,"Hanover & Queen's Park, Brighton, BN2 9SB, United Kingdom",Hanover & Queen's Park,,,BN2 9SB,,Queen's Park,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
SEH Pre-assessment Clinic,Pre-assessment Clinic,Sussex Eye Hospital,"Brighton, East Sussex",BN2 5BF,50.81879,-0.11764,"Brighton and Hove, BN2 5BF, United Kingdom",Brighton and Hove,,,BN2 5BF,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
BGH Outpatients,Outpatients Dept,Brighton General Hospital,"Brighton, East Sussex",BN2 3EW,50.8304868,-0.1138012,"Brighton and Hove, BN2 3EW, United Kingdom",Brighton and Hove,,,BN2 3EW,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Theatres,Theatres,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.81899865,-0.117392313,"RSCH Reception, Upper Sudeley Street, Brighton, BN2 1HE, United Kingdom",RSCH Reception,,Upper Sudeley Street,BN2 1HE,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.06125,0.7,0.0875
RSCH Radiotherapy,Radiotherapy Dept,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
PRH Pyecombe,Pyecombe Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.6,1,
RACH Elizabeth,Elizabeth Ward,Royal Alexandra Hospital,"Brighton, East Sussex",BN1 3JN,,,,,,,,,,,,,,,,,,,
Haywards Heath Nuffield Hospital,Nuffield Hospital,Burrell Road,"Haywards Heath, West Sussex",RH16 1UD,51.0083829,-0.106145566,"Nuffield Hospital, Burrell Road, Mid Sussex, RH16 1UD, United Kingdom",Nuffield Hospital,,Burrell Road,RH16 1UD,,Burrell Road,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0,1,
St Thomas Hospital,Pathology Department,St Thomas' Hospital,London,SE1 7EH,51.498588,-0.117257,"St Thomas' Hospital, London, SE1 7EH, United Kingdom",St Thomas' Hospital,,,SE1 7EH,Lambeth,Lambeth,London,London,,England,ENG,United Kingdom,gb,1,1,1
RSCH Histology Dept,Histology Dept,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
"Queen Elizabeth Hospital, Woolwich",Pathology Department,Peterborough District Hospital,"Woolwich, London",SE18 4QH,51.47907,0.05115,"Queen Elizabeth Hospital NHS Trust, London, SE18 4QH, United Kingdom",Queen Elizabeth Hospital NHS Trust,,,SE18 4QH,Greenwich,Woolwich Common,London,London,,England,ENG,United Kingdom,gb,0.5103,0.9,0.5103
Royal Marsden Hospital (London),Pathology Department,Royal Marsden Hospital,London,SW3 6JJ,51.490486,-0.172194,"The Royal Marsden Hospital, London, SW3 6JJ, United Kingdom",,,The Royal Marsden Hospital,SW3 6JJ,Kensington and Chelsea,Chelsea,London,London,,England,ENG,United Kingdom,gb,0.63,1,0.63
PRH Ansty,Ansty Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Accident & Emergency,Accident & Emergency,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.991095,-0.090282,"Franklands Village (Mid Sussex), RH16 4EX, United Kingdom",RH16 4EX,,,RH16 4EX,Franklands Village,,Mid Sussex,,,,,United Kingdom,gb,0.7,1,
PRH Downsview,Downsview,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
BGH Freshfield 2,Freshfield 2,Brighton General Hospital,"Brighton, East Sussex",BN2 3EW,50.8279993,-0.122017601,"2 Freshfield Street, Brighton, BN2 9ZG, United Kingdom",,2,Freshfield Street,BN2 9ZG,,Queen's Park,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.63
PRH Balcombe,Balcombe Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Ardingly,Ardingly Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
University College Hospital,Pathology Department,University College Hospital,London,W1N 8AA,51.5223,-0.13442,"University College Hospital NHS Trust, Fitzrovia, London, ENG, United Kingdom",University College Hospital NHS Trust,,,,Camden,Fitzrovia,London,London,,England,ENG,United Kingdom,gb,0.81,1,0.81
HWP Medical,Medical Ward,Hurstwood Park Neurological Centre,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Intensive Care Unit,Intensive Care Unit,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Acute Medical Unit,Acute Medical Unit,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
"St Mary's Hospital, Paddington",Pathology Department,"St Mary's Hospital, Praed Street",London,W2 1NY,51.521287,-0.177696,"St Mary's Terrace, London, W2 1NY, United Kingdom",,,St Mary's Terrace,W2 1NY,Westminster,Paddington,London,London,,England,ENG,United Kingdom,gb,0.44099999999999995,1,0.44099999999999995
Epsom General Hospital,Epsom General Hospital,"Epsom General Hospital, Dorking Rd","Epsom, Surrey",KT18 7EG,51.32518165,-0.273444838,"Epsom General Hospital, Dorking Road, Epsom and Ewell, KT18 7EG, United Kingdom",Epsom General Hospital,,Dorking Road,KT18 7EG,,Woodcote,Epsom and Ewell,Surrey,SRY,England,ENG,United Kingdom,gb,0.44099999999999995,1,0.44099999999999995
RSCH Coagulation Laboratory,Coagulation Laboratory,"B Block, Level 6, RSCH","Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
PRH Twineham,Twineham Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
King's College Hospital,Pathology Department,King's College Hospital,London,SE5 9RS,51.46836,-0.09231,"Kings College Hospital, London, SE5 9RS, United Kingdom",Kings College Hospital,,,SE5 9RS,Lambeth,Brixton,London,London,,England,ENG,United Kingdom,gb,1,1,1
PRH Special Care Baby Unit,Special Care Baby Unit,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
BGH Colposcopy Unit,Colposcopy Unit,Brighton General Hospital,"Brighton, East Sussex",BN2 3EW,50.8304868,-0.1138012,"Brighton and Hove, BN2 3EW, United Kingdom",Brighton and Hove,,,BN2 3EW,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
PRH Lindfield,Lindfield Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.991095,-0.090282,"Haywards Heath (Haywards Heath), RH16 4EX, United Kingdom",RH16 4EX,,,RH16 4EX,Haywards Heath,,Haywards Heath,,,,,United Kingdom,gb,0.7,1,
Middlesex Hospital,Pathology Department,"The Middlesex Hospital, Mortimer St",London,W1T 3AA,51.51896,-0.13808,"Middlesex Hospital, London, W1T 3AA, United Kingdom",Middlesex Hospital,,,W1T 3AA,Westminster,Fitzrovia,London,London,,England,ENG,United Kingdom,gb,1,1,1
PRH Albourne Ward,Albourne Ward,Lewes Road,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Hurstpierpoint,Hurstpierpoint Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Occupational Health,Occupational Health Dept,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
Harefield Hospital,Pathology Department,"Harefield Hospital, Hill End Road","Harefield, Middlesex",UB9 6JH,51.6071599,-0.4825487,"Harefield Hospital, Hill End Road, London, UB9 6JH, United Kingdom",Harefield Hospital,,Hill End Road,UB9 6JH,London Borough of Hillingdon,Harefield,London,Greater London,,England,ENG,United Kingdom,gb,0.5,1,0.5
PRH Horsted Keynes,Horsted Keynes Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Bolney,Bolney Ward,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Antenatal Clinic,Antenatal Clinic,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
HH Nuffield Health Screening,Health Screening,"Nuffield Hospital, Burrell Road","Haywards Heath, West Sussex",RH16 1UD,50.950036,-0.11325,"Burgess Hill (Burgess Hill), RH15 0HH, United Kingdom",RH15 0HH,,,RH15 0HH,Burgess Hill,,Burgess Hill,,,,,United Kingdom,gb,0.045,0.3,
HH Nuffield Hospital Outpatients,Outpatients Dept,"Nuffield Hospital, Burrell Road","Haywards Heath, West Sussex",RH16 1UD,,,,,,,,,,,,,,,,,,,
RSCH A & E,Accident & Emergency,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8212874,-0.1394017,"The Sussex, East Street, Brighton, BN1 1HL, United Kingdom",The Sussex,,East Street,BN1 1HL,,Queen's Park,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,0.33333333333333337,
RSCH A9(1) Digestive Diseases,A9(1) Digestive Diseases,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.821884,-0.132476,"Brighton and Hove, BN2 1ST, United Kingdom",BN2 1ST,,,BN2 1ST,,,Brighton and Hove,The City of Brighton and Hove,,,,United Kingdom,gb,0.12249999999999998,0.7,
RSCH Medical Assessment Unit,Medical Assessment Unit,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Renal Ward,Renal Ward,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
PRH Biochemistry,Biochemistry Dept,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Haematology,Haematology Dept,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Microbiology,Microbiology Dept,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
PRH Histopathology,Histopathology Dept,Princess Royal Hospital,"Haywards Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",Haywards Heath,,,RH16 4EX,,,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.7,1,
RSCH Renal Unit,Renal Unit Level 8,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Oncology,Oncology Dept,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Renal Transplant Office,Renal Outpatient Department Level 8,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Intensive Care,Intensive Care Unit,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Level 8,"Level 8, Thomas Kemp Tower",Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Bailey,Bailey Ward,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.81899865,-0.117392313,"RSCH Reception, Upper Sudeley Street, Brighton, BN2 1HE, United Kingdom",RSCH Reception,,Upper Sudeley Street,BN2 1HE,,Kemptown,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0.21,0.7,0.3
RSCH A9 Secretaries,A9 Secretaries,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH A6 Sussex Cardiac Centre,A6 Sussex Cardiac Centre,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Trevor Mann Baby Unit,Trevor Mann Baby Unit,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Lawson Unit,Lawson Unit,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Haematology,Haematology Dept,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Diabetic Outpatients,Diabetic Outpatients Dept,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Rheumatology,"Rheumatology Dept, Hanbury Building",Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Urology Outpatients,Urology Outpatients Dept,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
RSCH Level 10 Lewes,Level 10 Lewes Ward,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",Brighton and Hove,,,BN2 5BE,,,,Brighton and Hove,BNH,England,ENG,United Kingdom,gb,0,1,
